"parameter","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","Rhat","n.eff"
"xi[73,4]",1.91166666666667,0.518285727748139,1,2,2,2,3,1.00239903528177,1100
"xi[74,4]",1.14666666666667,0.354773416348902,1,1,1,1,2,1.00129890206194,2500
"xi[75,4]",4.643,0.605810753362492,3,4,5,5,5,1.01172673211206,210
"xi[76,4]",4.72866666666667,0.538957370520126,3,5,5,5,5,1.01353301772545,240
"xi[77,4]",2.888,0.6730084051762,2,2,3,3,4,1.01020095468379,280
"xi[78,4]",4.758,0.508778555502797,3,5,5,5,5,1.02154096908669,170
"xi[79,4]",2.51933333333333,0.60089925572212,2,2,3,3,4,1.00600734912874,370
"xi[80,4]",3.46933333333333,0.829430853498832,2,3,3,4,5,1.00407371568965,560
"xi[81,4]",1.037,0.188793222760564,1,1,1,1,2,1.02767160757376,480
"xi[82,4]",4.228,0.83161280651113,3,4,4,5,5,1.00513374939898,430
"xi[83,4]",4.72066666666667,0.542897597608781,3,5,5,5,5,1.01048724072215,270
"xi[84,4]",2.58033333333333,0.624240696930912,2,2,3,3,4,1.0045364181392,500
"xi[85,4]",1.01066666666667,0.105940061612406,1,1,1,1,1,1.00892315242109,3000
"xi[86,4]",4.756,0.507165067279372,3,5,5,5,5,1.01828898461773,180
"xi[87,4]",4.33,0.808280751095103,3,4,5,5,5,1.0092013499226,250
"xi[88,4]",2.60433333333333,0.620141984480861,2,2,3,3,4,1.00694758036605,320
"xi[89,4]",1.38166666666667,0.500080575923881,1,1,1,2,2,1.00062733324569,3000
"xi[90,4]",2.56766666666667,0.593468862411871,2,2,3,3,4,1.00997140978768,210
"xi[91,4]",2.56033333333333,0.603170368735177,2,2,3,3,4,1.00496311350232,450
"xi[92,4]",3.46933333333333,0.843384049197262,2,3,3,4,5,1.00185701146005,1500
"xi[93,4]",4.77633333333333,0.491650752441555,3,5,5,5,5,1.01671409418635,240
"xi[94,4]",1.994,0.514508412275349,1,2,2,2,3,1.00183021164507,1500
"xi[95,4]",4.041,0.869235789042488,3,3,4,5,5,1.00326582690539,720
"xi[96,4]",4.19133333333333,0.853796157277377,3,3,4,5,5,1.00624614707874,350
"xi[97,4]",1.50666666666667,0.517086080738839,1,1,1,2,2,1.00055437255264,3000
"xi[98,4]",1.09166666666667,0.288602932717508,1,1,1,1,2,1.00581976090631,940
"xi[99,4]",1.472,0.527865715946165,1,1,1,2,2,1.00303836265092,790
"xi[100,4]",4.72066666666667,0.537961606237363,3,5,5,5,5,1.00753675073845,310
"xi[101,4]",1.06466666666667,0.245977757614998,1,1,1,1,2,1.01254932058286,630
"xi[102,4]",3.41166666666667,0.842872489506417,2,3,3,4,5,1.00471034291324,700
"xi[103,4]",1.03866666666667,0.194552921254377,1,1,1,1,2,1.00068534621041,3000
"xi[104,4]",4.166,0.84657125766122,3,3,4,5,5,1.00790184597528,270
"xi[105,4]",1.042,0.202277792738464,1,1,1,1,2,1.00559128121799,2200
"xi[106,4]",4.73633333333333,0.524313701112811,3,5,5,5,5,1.01088471479657,340
"xi[107,4]",1.00666666666667,0.0813906036694498,1,1,1,1,1,1.02274550819545,3000
"xi[108,4]",4.748,0.516318566023478,3,5,5,5,5,1.02352453513179,160
"xi[109,4]",4.71333333333333,0.544598706822476,3,5,5,5,5,1.01296099459204,220
"xi[110,4]",4.67066666666667,0.590753094472159,3,4,5,5,5,1.01056240239512,260
"xi[111,4]",1.308,0.473156731359504,1,1,1,2,2,1.00397512626375,580
"xi[112,4]",4.07366666666667,0.866308289374883,3,3,4,5,5,1.00578419490017,380
"xi[113,4]",1.14666666666667,0.358513225418285,1,1,1,1,2,1.0017676067212,1700
"xi[114,4]",4.62033333333333,0.623150057546572,3,4,5,5,5,1.00650322065696,420
"xi[115,4]",4.678,0.581172883607119,3,4,5,5,5,1.01047742308827,220
"xi[116,4]",4.74666666666667,0.524004213431648,3,5,5,5,5,1.00982846213024,270
"xi[117,4]",1.02566666666667,0.158165190960061,1,1,1,1,2,1.00065307145046,3000
"xi[118,4]",3.40333333333333,0.845119497197726,2,3,3,4,5,1.00344143930873,730
"xi[119,4]",2.82766666666667,0.670908285981242,2,2,3,3,4,1.00321659479083,740
"xi[120,4]",2.366,0.562864346082337,1,2,2,3,3,1.00357689569158,650
"xi[121,4]",4.24766666666667,0.82333904596897,3,4,4,5,5,1.00728876493566,330
"xi[122,4]",1.02166666666667,0.14561693005621,1,1,1,1,1,1.01982324608341,1100
"xi[123,4]",1.293,0.468925328442121,1,1,1,2,2,1.00461146755662,500
"xi[124,4]",1.00966666666667,0.0978591557307866,1,1,1,1,1,1.00729392105768,3000
"xi[125,4]",4.188,0.839577848477764,3,4,4,5,5,1.00589401951687,370
"xi[126,4]",1.29633333333333,0.463240131424307,1,1,1,2,2,1.00059386464074,3000
"xi[127,4]",4.05133333333333,0.872325554392684,3,3,4,5,5,1.0086223315335,280
"xi[128,4]",4.22833333333333,0.835721264676786,3,4,4,5,5,1.01034239718338,240
"xi[129,4]",2.39566666666667,0.604347831128084,1,2,2,3,3,1.00437368988144,520
"xi[130,4]",4.73433333333333,0.526479137588877,3,5,5,5,5,1.0207946020146,180
"xi[131,4]",3.12133333333333,0.752418500629084,2,3,3,3,5,1.00465615122922,850
"xi[132,4]",1.115,0.321158394313584,1,1,1,1,2,1.00227251526518,1800
"xi[133,4]",4.058,0.881794677887839,2,3,4,5,5,1.00396568212846,580
"xi[134,4]",1.1,0.301159258476843,1,1,1,1,2,1.00080209161704,3000
"xi[135,4]",1.47366666666667,0.528582717070044,1,1,1,2,2,1.00202061474598,1300
"xi[136,4]",4.716,0.54782360625283,3,5,5,5,5,1.01769981586326,170
"xi[137,4]",1.09966666666667,0.301822665146198,1,1,1,1,2,1.00100333660849,3000
"xi[138,4]",4.73133333333333,0.5246363534138,3,5,5,5,5,1.01015377764117,310
"xi[139,4]",2.92533333333333,0.688415713277221,2,3,3,3,5,1.00577355411589,390
"xi[140,4]",4.23466666666667,0.820867120691386,3,4,4,5,5,1.0073859620498,310
"xi[141,4]",1.89266666666667,0.516948063789559,1,2,2,2,3,1.00106570770209,3000
"xi[142,4]",1.03766666666667,0.19042052291548,1,1,1,1,2,1.00061442471808,3000
"xi[143,4]",4.25833333333333,0.832563276529396,3,4,4,5,5,1.00685817681409,320
"xi[144,4]",4.728,0.535516815254019,3,5,5,5,5,1.00739643784185,370
"xi[145,4]",4.56733333333333,0.663033000542828,3,4,5,5,5,1.0026315765536,940
"xi[146,4]",1.252,0.440333924033664,1,1,1,1,2,1.00164669304362,1700
"xi[147,4]",2.406,0.597173513647249,1,2,2,3,3,1.00169417572673,1700
"xi[148,4]",4.796,0.464531229399807,3,5,5,5,5,1.01167805617772,290
"xi[149,4]",3.01666666666667,0.723807194290757,2,3,3,3,5,1.0057982407368,480
