"student_id","theta_mean","theta_sd","theta_lower","theta_upper"
1,1.25203383956622,0.763126065761932,-0.231958414142381,2.772803293365
2,-0.978866538101342,0.713847149701487,-2.38164679818617,0.383683287366235
3,-0.00842894625177774,0.72524701202145,-1.39691590104385,1.42041013639207
4,0.695745433051276,0.758416011162985,-0.801981888865334,2.14861977787248
5,-0.393171047599401,0.699521605711112,-1.75862428129166,0.942544446429529
6,0.08588542965878,0.717896524211767,-1.27612243438259,1.51937539788164
7,0.337634495872588,0.699911184976254,-1.01754368502219,1.73068679035735
8,-0.194667198603226,0.722629781381017,-1.60540951445812,1.24893281454877
9,-0.202694485223924,0.712968630726924,-1.58216071022367,1.19933365218067
10,0.582687992716313,0.719147120158288,-0.78924783219348,2.04007402794641
11,0.0814332970959121,0.714717334856118,-1.3189813667067,1.49585360521329
12,-0.937364792580113,0.70237113582814,-2.34191562720358,0.412954103859394
13,0.608614976099704,0.755118727198622,-0.872432367565103,2.08403004862076
14,0.493584475686014,0.7480596665714,-0.953965219773055,1.95117726496481
15,0.28660441429842,0.730893728680005,-1.12809138681057,1.73933932381028
16,-0.8516208596086,0.74183200161342,-2.26712446278843,0.561358748369856
17,-0.0474020027429605,0.70218388891235,-1.41268385949158,1.32129507997831
18,-0.174075877814694,0.722725639587491,-1.5603354966584,1.2298059540876
19,-1.13128836065862,0.719950282785958,-2.54943348185479,0.269834678848593
20,0.85900241514827,0.738218164815932,-0.540583599472098,2.3051909555006
21,-0.0997041567775277,0.751614903958008,-1.57510373561845,1.30394962588759
22,0.289138203144386,0.710948734109426,-1.07506486364052,1.69686086349194
23,0.97017897783714,0.771112517369707,-0.478946529623757,2.57498415289358
24,0.375077761178689,0.748641423927773,-1.04594050837345,1.85424644528968
25,0.640203747470215,0.703828904587928,-0.672080489026643,2.04309449352006
26,-0.946287467646424,0.683916951453225,-2.27470226434972,0.411917610408347
27,0.172308474908106,0.713975529304204,-1.2419187445982,1.54984795066277
28,-0.145657773703336,0.685312681642636,-1.49182767746698,1.19975627972837
29,0.759029122412592,0.738722428096512,-0.727088261231625,2.23786816874296
30,-0.290680519609659,0.726998716231032,-1.64738400836656,1.16437547565386
31,-0.874721514119191,0.71061130215883,-2.27496344023967,0.497983540491202
32,0.683639175922659,0.765760739382807,-0.873080807038101,2.13494938170192
33,-0.0746942340116363,0.669626249270973,-1.33672531947634,1.29788794095992
34,0.0592854725756643,0.720956009543511,-1.37051677884839,1.49250084769902
35,-0.618553172224125,0.691332534818487,-1.98804856518623,0.721157024998402
36,-1.13152528563685,0.74393032371506,-2.64411290572073,0.291131537976177
37,1.19350458982663,0.756091140730395,-0.305097029598561,2.69153727939319
38,-1.13509203327336,0.713389733899533,-2.56030653613773,0.275268104693812
39,1.37488041030201,0.766628315715744,-0.115823889137735,2.89764371530238
40,0.234382979469183,0.742632383991605,-1.18625946755491,1.72259418976676
41,0.407263558259802,0.712870474511004,-0.984859056507026,1.82197036377365
