"student_id","theta_mean","theta_sd","theta_lower","theta_upper"
42,1.20010334240346,0.756217727883116,-0.249641045190407,2.68268346694963
43,-0.76320546305675,0.687922729171596,-2.12527415305711,0.573799698764114
44,0.331295812067325,0.729217234794889,-1.09143228044565,1.76248029707084
45,-0.527734341302653,0.721256738901217,-1.92883574369219,0.867795645968865
46,0.919096265526994,0.741897221958798,-0.533841091892521,2.41213232480791
47,-0.499751049345578,0.710961330405372,-1.89582644228205,0.853023560195366
48,-0.404345052075114,0.67580085697095,-1.73268142778574,0.949372365725815
49,0.78950563485893,0.72729831728569,-0.61253686481494,2.21160512320038
50,0.336664273267327,0.698996579901964,-1.0484054653799,1.74478998558488
51,-0.695298212618668,0.708435493144689,-2.05754706010435,0.696769383840066
52,-0.211379192421037,0.769793995499845,-1.76073794428225,1.29539071272248
53,0.1079333870629,0.6853731809402,-1.23814790405555,1.44497380446555
54,0.790634320311226,0.724543470932482,-0.576332555533791,2.26377359888981
55,0.248075368975056,0.69464146712664,-1.11505073434865,1.59471762251871
56,-0.383752583352154,0.726651033379398,-1.80472568188129,1.0221031101781
57,-0.519627953689676,0.68226745365494,-1.8517084920016,0.843499620274642
58,-0.0936459342524256,0.74124382635464,-1.51654458036892,1.35193715230855
59,0.443459569296244,0.757744019837704,-1.00769503421226,1.93978881478371
60,-1.04774395027045,0.710316783602179,-2.49356324198948,0.302341905861696
61,0.32349956185282,0.745545905072217,-1.13458924676286,1.76424267458474
62,0.236285444230128,0.705539359970741,-1.13386377093623,1.6136824164606
63,0.752815663135032,0.723919700337353,-0.66847939820545,2.20701002876735
64,1.21315314469624,0.753439696727089,-0.259055677339621,2.64543353093985
65,-0.0915193005347966,0.720533362308035,-1.47172170406335,1.35122912023154
66,-1.28050212000638,0.720050164805433,-2.7026983362537,0.118683665186622
67,-0.789804808974169,0.698160259882,-2.18181042172392,0.588823010031031
68,0.369348968217276,0.734834063220167,-1.11954206806667,1.82899257048257
69,1.23398061605161,0.779799367377809,-0.277782808630147,2.84796911322186
70,0.232955946627215,0.701319259417923,-1.10588873901532,1.65283289583568
71,0.426925562635476,0.71400449957088,-0.967520602349758,1.83506476512584
72,-0.550388851211388,0.724404621108645,-1.93631356394912,0.926943731199856
73,-0.537774233282883,0.720329759069769,-1.97026646883919,0.870194623847398
74,-1.54946493326121,0.769012774961824,-3.12252300246168,-0.0634318643130439
75,-0.0981724920781744,0.737255900358701,-1.52170681784583,1.31962155451231
76,0.685080717532759,0.731204894055513,-0.757227577090922,2.12947354955536
77,-0.34717918246043,0.682165487118821,-1.6901735479356,1.01733729478535
78,0.966484734842542,0.73673837972077,-0.465721757065778,2.41903055513138
79,-0.262141536790326,0.695613238558403,-1.60730445682847,1.10973123636899
80,-0.388488366247236,0.682813507701037,-1.71756972062762,0.970991317264098
81,-1.34677790515837,0.723390337404166,-2.73490809667208,0.0461949218055629
82,0.57151395097157,0.716737575332872,-0.831364014818171,1.97077074552689
83,0.660278426725808,0.717976621111751,-0.723036079783269,2.06073080549233
84,0.153908423513765,0.684265839970636,-1.16935385360234,1.56320563676447
85,-0.561055009750948,0.725884418411488,-2.00768495396066,0.803012212242706
86,0.93901065984917,0.720059086447641,-0.426560757260528,2.39327233164711
87,1.10729350519209,0.771483117299731,-0.347241051077471,2.6501097640425
88,0.186160948542443,0.686523602598544,-1.1898009739731,1.56118195660495
89,-0.28921324459153,0.734979574453361,-1.70004507894352,1.1963869916365
90,0.359058944679144,0.716132381675136,-1.02545426807461,1.75921196804248
91,0.0935082084839104,0.733345590034908,-1.31905463459668,1.58248726713762
92,-0.385128082320434,0.723929955400937,-1.80641079045103,1.00538532481381
93,1.22455387267506,0.77848058718007,-0.289395424153908,2.79567369539335
94,0.598800405435919,0.752084067643067,-0.886472899192806,2.07354586947534
95,-0.2146878894204,0.674814569843816,-1.58258702398347,1.08085048900183
96,0.525853631501829,0.729653961350492,-0.8634578205177,1.99719687807201
97,-1.25497783801997,0.73886724709252,-2.73160098303016,0.170439968739578
98,-1.61389065206885,0.742642034808177,-3.14512239149872,-0.174414985058725
99,-0.672322635739043,0.700662062201113,-2.06458302146324,0.712778165334724
100,0.569991553958422,0.766260476805627,-0.859946258354784,2.15031886645587
101,0.0346980287254567,0.719340042754552,-1.36040387880057,1.49616379957175
102,0.0799879422412443,0.690397440054717,-1.22420215939221,1.4249618183151
103,-0.207951865501132,0.712388672678057,-1.62488326897439,1.20267523221573
104,0.375349994456444,0.710136680032967,-1.03163627213771,1.81007755169287
105,-1.01250941861092,0.73017282938416,-2.48592293724685,0.429695311290718
106,0.670926650046798,0.764040426218341,-0.808953972686622,2.25849045054878
107,-0.851730789787527,0.678230915823882,-2.20093223267986,0.440930853839193
108,0.973871898501136,0.77918826279761,-0.536814992372207,2.60471111889146
109,0.563576241709403,0.771872268015964,-0.917971455637514,2.07515764830185
110,0.266166427145391,0.74772563495592,-1.18827967179831,1.79013965553438
111,-0.149140037736956,0.739672641523692,-1.6421039485289,1.28535020429862
112,-0.0585762689483436,0.725486056020551,-1.48946272109271,1.35443612779736
113,-0.460489307779521,0.652053601282924,-1.74694871765899,0.827524943671553
114,-0.283678843207771,0.711535810046311,-1.6808830133335,1.06531198740673
115,0.303766047488495,0.687820112586104,-1.03599944388221,1.64374867708282
116,0.9536242525203,0.73957220891649,-0.51491562729892,2.46506467344771
117,-1.22793380190707,0.710025292360012,-2.59546073352313,0.155911100221572
118,-0.674161946926876,0.702657640830435,-2.06648769778229,0.658721432772279
119,-0.696566619599741,0.674961787656376,-1.97473901632532,0.665661928146884
120,0.118416221466318,0.676149068587045,-1.18921677308449,1.45959497914174
121,0.620548785556086,0.749839896002586,-0.823946084255197,2.10812997667014
122,-0.585727485137221,0.742635034633427,-1.99343805825962,0.932472444200324
123,-0.0764090491965228,0.728425110296197,-1.48279902928857,1.34621275742377
124,-1.32531530407219,0.722086749555365,-2.76852072644295,0.145278511047215
125,0.397255986426982,0.731465268982525,-1.04875495033364,1.82842479758957
126,-1.18763961521698,0.741323120097477,-2.66139229816364,0.227931955193103
127,-0.0997796529591766,0.720056410603802,-1.45963606221628,1.30424434946899
128,0.697840534285727,0.737568734424134,-0.746062192513292,2.22441738837428
129,-1.20489076021499,0.739477329225562,-2.67889398576468,0.222158076888069
130,0.821540281929449,0.763080779966506,-0.62552550754943,2.36855181838605
131,0.930289145917626,0.742313924100247,-0.508247569348047,2.4071583399519
132,0.211430275708907,0.759324068231869,-1.20830590825291,1.7562024064128
133,-0.123786760562309,0.73944299985782,-1.54303718335068,1.3152266720065
134,-0.576505732009259,0.721443205291256,-1.96078451583555,0.837437065626382
135,-0.646353757742606,0.702795190789038,-2.04413450119655,0.76258897250115
136,0.618680949365659,0.776816316741337,-0.841618119871264,2.20748200003798
137,-0.172562333577647,0.745402752037932,-1.64560102021851,1.27702165967186
138,0.600552424969345,0.712397283908918,-0.774493899453642,2.00068635438734
139,-0.207136311600802,0.692263580879373,-1.5513735331658,1.18705908753081
140,0.719988687134688,0.748608323312543,-0.742602612710968,2.26100830654527
141,-0.659541939989657,0.702970121943197,-2.06118333778751,0.695389099762819
142,-0.784072598733581,0.690613294076562,-2.15584327202556,0.53214796678963
143,0.725434427708544,0.719849686770377,-0.642794676032704,2.15189058482835
144,0.704752969052926,0.739787378645171,-0.689786768066061,2.19141045763234
145,-0.759541102892191,0.739442731150572,-2.22130780796421,0.666679832246784
146,-0.672240134067406,0.726585815882404,-2.08631179598764,0.760227079526494
147,-1.19890630211507,0.737219496631589,-2.64686681408711,0.234749538017487
148,1.2160442080569,0.759253622190327,-0.262080864972723,2.7052033391034
149,0.449064702049326,0.708462264570935,-0.917636821629962,1.8532474808013
150,-0.237743811388403,0.732363165264062,-1.67846221182198,1.23027126766099
